NPI,Total_Payment_USDollars,Interaction,Teaching_Institute
1518313063.0,9177103.15,4,0
1518308931.0,92850.0,5,5
1518306885.0,52341.49,1,0
1518305416.0,17438.0,3,0
1518303908.0,5463.0,3,0
1518303569.0,15250.0,3,3
1518302850.0,969764.0,80,0
1518300607.0,190726.08,32,0
1518298280.0,20524.0,1,0
1518295815.0,14098.0,1,0
1518293695.0,72540.51,10,0
1518293489.0,269078.58,2,0
1518293240.0,17400.0,2,0
1518292960.0,72253.88,9,0
1518291905.0,3000.0,1,0
1518290923.0,130294.47,6,0
1518290725.0,70766.54000000001,10,0
1518288323.0,34280.0,12,12
1518286244.0,4360.0,1,1
1518285782.0,99085.75,22,3
1518285204.0,898011.78,45,2
1518285139.0,114181.69,2,0
1518284843.0,126178.0,7,0
1518284686.0,358136.89,3,0
1518284611.0,33227.4,9,0
1518284462.0,164534.46,5,0
1518283845.0,656.22,1,1
1518278365.0,275044.14,33,32
1518274299.0,15700.0,2,0
1518274117.0,21450.0,1,1
1518272566.0,16924.0,5,0
1518266402.0,4982.0,1,0
1518266394.0,178724.65,8,0
1518259647.0,20962.0,6,0
1518257906.0,34525.0,4,4
1518257443.0,10925.0,2,0
1518255942.0,153951.26,3,0
1518254630.0,66769.74,6,6
1518253988.0,731166.83,54,0
1518252204.0,86472.6,8,0
1518252014.0,83417.18,2,0
1518247600.0,4130.83,1,0
1518233717.0,1248525.94,18,0
1518231000.0,394213.0,2,0
1518227735.0,380887.91000000003,70,9
1518227594.0,2883.49,1,0
1518226034.0,32915.0,2,0
1518225952.0,15350.0,2,0
1518224492.0,62800.0,3,3
1518223114.0,1053.62,1,0
1518223106.0,4817.5,1,1
1518221076.0,267605.0,3,2
1518213446.0,599135.04,19,0
1518209865.0,989031.6,12,0
1518200211.0,194.0,2,2
1518199751.0,3996.96,20,20
1518196732.0,318.07,1,0
1518196518.0,79691.73,2,1
1518196179.0,3823583.14,181,0
1518194570.0,3500.0,1,0
1518193630.0,167334.27,86,0
1518191089.0,5250.0,1,1
1518189869.0,928.37,1,0
1518182831.0,8000.0,1,0
1518182526.0,26651.0,17,0
1518181239.0,162707.96,7,7
1518180272.0,21600.0,6,6
1518178805.0,350322.3,24,0
1518178524.0,31693.44,3,0
1518176338.0,3125.82,1,0
1518176296.0,15299.0,5,5
1518176031.0,51200.96,12,0
1518173665.0,824904.02,51,0
1518168442.0,310952.26,38,0
1518168350.0,10551.52,2,0
1518167824.0,67412.25,18,11
1518167451.0,18500.0,1,1
1518166966.0,64959.51,20,0
1518166727.0,13735.8,1,0
1518166081.0,6136.0,1,0
1518165448.0,126437.4,28,0
1518164672.0,279299.58,24,24
1518160811.0,12147.54,4,4
1518159136.0,1149.26,1,1
1518151547.0,4006.0,3,0
1518150283.0,109469.56,9,7
1518142306.0,50281.57,1,1
1518139070.0,13794.76,14,0
1518136860.0,14480.0,10,0
1518134881.0,328719.15,56,0
1518133875.0,43281.72,4,0
1518133644.0,23749.12,2,2
1518133271.0,24899.33,3,0
1518132570.0,600.0,1,0
1518130384.0,33531.0,3,0
1518129972.0,18572263.63,90,0
1518129188.0,131644.44,9,1
1518129121.0,314334.36,77,76
1518128974.0,26050.0,1,0
1518128479.0,35362.0,13,0
1518127364.0,31666.0,4,0
1518126234.0,1972.6,1,0
1518125830.0,81623.25,35,0
1518124288.0,102377.64,24,20
1518123991.0,19500.0,1,0
1518121169.0,26153.0,8,8
1518120161.0,1385538.23,6,6
1518117712.0,935663.95,42,0
1518114370.0,17.6,1,0
1518105634.0,224774.07,9,5
1518103811.0,27275.0,5,0
1518102607.0,3500.0,1,0
1518101096.0,490.0,7,0
1518097096.0,9805.0,2,0
1518090125.0,508853.19999999995,7,7
1518086933.0,12660.0,2,2
1518086743.0,1013238.37,201,0
1518079805.0,61782.29,1,0
1518079581.0,119375.14,12,0
1518075563.0,77236.61,10,0
1518075159.0,335900.0,5,0
1518072834.0,18000.0,1,0
1518072693.0,3500.0,1,1
1518071398.0,207444.08,62,0
1518067164.0,40570.1,1,0
1518065416.0,1817.75,3,3
1518063486.0,284307.9,9,0
1518059989.0,78335.0,16,16
1518059898.0,70.0,1,0
1518059807.0,2609412.34,216,0
1518057884.0,94035.0,20,0
1518057785.0,216702.0,11,0
1518057199.0,17747.0,6,0
1518057108.0,3908.0,2,0
1518055573.0,1050186.02,119,0
1518053529.0,96035.67,57,0
1518053149.0,67494.92,5,0
1518053024.0,202690.4,20,0
1518050004.0,1981.8,2,0
1518048305.0,1590.8,1,0
1518047943.0,158339.74,23,0
1518047406.0,3422.62,1,0
1518044080.0,13320.24,9,9
1518042787.0,10169.0,2,2
1518042415.0,345292.95,60,51
1518041615.0,94088.18,43,0
1518039239.0,27770.14,14,11
1518036540.0,573.0,1,1
1518036482.0,45836.3,5,0
1518035120.0,201093.77,22,0
1518035054.0,52266.6,40,0
1518034438.0,237239.24,30,0
1518034404.0,11084.460000000001,7,7
1518032713.0,205110.59,16,0
1518030881.0,81621.77,2,0
1518029065.0,91809.31,2,0
1518027366.0,11436.25,7,0
1518027291.0,118910.49,24,1
1518025709.0,117263.2,4,4
1518025667.0,32997.0,7,0
1518025428.0,31960.02,1,1
1518021773.0,21874.11,3,0
1518021369.0,1367.5,2,0
1518019793.0,14574.0,3,0
1518012582.0,1009286.52,68,0
1518007624.0,35647.0,1,0
1518003771.0,5382.6,6,0
1518002070.0,10085.0,3,0
1518000900.0,498129.0,10,5
1518000397.0,8324.82,3,0
1508993957.0,979740.5399999999,5,1
1508992215.0,135720.76,20,6
1508987009.0,113731.09,28,28
1508986589.0,33400.5,10,0
1508986498.0,2274.0,1,0
1508985417.0,1135170.18,154,0
1508985037.0,37466.0,1,1
1508984873.0,7370.0,1,0
1508980434.0,1875.0,1,0
1508980194.0,89052.0,6,6
1508979311.0,47825.23,14,0
1508977984.0,5031224.71,600,1
1508976036.0,68879.91,2,0
1508975731.0,173416.99,11,0
1508975160.0,89866.37,49,0
1508973926.0,13161.74,6,0
1508973447.0,514801.77999999997,31,0
1508973249.0,301071.67,1,0
1508970948.0,13226.6,12,0
1508970815.0,5292881.65,104,0
1508970195.0,40194.4,23,23
1508969445.0,508495.62,27,0
1508966706.0,25588.0,4,0
1508966326.0,255498.02,2,2
1508963208.0,16339.59,3,3
1508961897.0,156150.52000000002,52,2
1508959800.0,8750.0,1,1
1508956285.0,418368.04000000004,19,0
1508954835.0,44240.84,6,6
1508954454.0,82409.04000000001,2,0
1508952615.0,39296.0,2,0
1508952219.0,12372.0,3,0
1508950825.0,2428.0,1,0
1508946633.0,4400.0,3,0
1508946625.0,41747.06,19,0
1508946385.0,290101.32,14,0
1508946070.0,6518.0,7,6
1508944778.0,137628.13,1,0
1508944018.0,88737.03,8,0
1508943515.0,3360991.96,543,0
1508942731.0,55328.35,4,0
1508942566.0,616840.15,47,1
1508934035.0,9616.33,12,12
1508933441.0,155.04,1,0
1508933151.0,13151.23,4,0
1508930447.0,792863.01,11,0
1508922907.0,3334365.27,312,0
1508919622.0,520.0,1,0
1508916776.0,40000.0,1,1
1508914458.0,197807.6,126,126
1508913476.0,2522.75,3,0
1508912270.0,442831.75999999995,26,0
1508912130.0,9972.0,2,0
1508910209.0,9250.0,1,0
1508909995.0,74021.28,15,13
1508909565.0,392300.08999999997,25,0
1508908328.0,466720.35000000003,175,0
1508906355.0,1852553.8900000001,9,0
1508905522.0,4290.84,1,1
1508905506.0,14500.4,3,0
1508903899.0,150743.12,10,0
1508902784.0,30000.0,1,1
1508899139.0,248.96,1,0
1508898206.0,15426.75,17,0
1508897083.0,265287.97,14,0
1508896648.0,90698.88,1,1
1508894643.0,6800.0,3,0
1508894221.0,1987703.5199999998,7,0
1508892423.0,31083.45,4,4
1508890153.0,15310.0,1,0
1508889338.0,278632.27999999997,22,0
1508887522.0,123037.64,38,0
1508884958.0,23932.8,2,0
1508880337.0,31887.6,2,0
1508880022.0,380897.9,32,0
1508879206.0,24025.7,7,7
1508879115.0,564766.3,13,13
1508879024.0,1500.0,1,1
1508878372.0,96533.0,1,1
1508876939.0,16159.0,1,0
1508875774.0,1182904.55,157,0
1508874017.0,98198.31999999999,7,0
1508873969.0,494471.82,124,0
1508870551.0,113223.35,44,0
1508869884.0,3672.0,1,1
1508869835.0,450.0,1,0
1508869629.0,1714.47,1,0
1508868837.0,1238832.99,89,0
1508867383.0,417112.59,66,20
1508866740.0,68.13,1,0
1508866567.0,3693.0,2,0
1508866443.0,588951.8200000001,153,0
1508865866.0,290778.72000000003,15,3
1508864356.0,2132455.06,4,0
1508863408.0,988258.24,319,0
1508863382.0,28264.54,9,0
1508862905.0,35244.41,9,2
1508862244.0,3279697.56,87,0
1508861964.0,7626.0,2,0
1508861816.0,10000.0,2,0
1508857962.0,25802.5,5,0
1508857707.0,18199.2,13,0
1508857319.0,422981.69,59,0
1508857301.0,500986.73,93,0
1508856790.0,53024.17,6,0
1508855339.0,43979.0,10,0
1508854951.0,101863.05,16,16
1508853821.0,2961.0,1,0
1508852252.0,332187.88,4,0
1508852153.0,9750.0,2,0
1508851718.0,709430.4400000001,12,0
1508851478.0,147519.74,20,0
1508850074.0,1200.0,1,0
1508849969.0,200000.0,1,0
1508849019.0,175561.72,32,0
1508847930.0,103432.68000000001,13,0
1508846791.0,45500.0,3,0
1508845991.0,139800.66999999998,9,0
1508845090.0,35349.9,12,0
1508844606.0,182.0,1,0
1508842857.0,147310.0,1,0
1508842790.0,6051.38,4,0
1508842089.0,21251.0,1,0
1508842048.0,10207.77,1,0
1508840570.0,33983.43,32,0
1508840034.0,93888.95999999999,8,2
1508839622.0,108252.99,14,14
1508839457.0,144950.74,23,0
1508839242.0,246.0,1,0
1508838897.0,25656.0,1,0
1508838384.0,77411.65,31,0
1508838368.0,3200.0,1,0
1508838285.0,109200.55,14,0
1508836438.0,751476.1900000001,19,8
1508835638.0,26347.5,5,0
1508835463.0,2715.0,3,0
1508834060.0,12423.0,8,0
1508833997.0,18459.9,3,3
1508833815.0,404540.44,1,0
1508833567.0,128688.86,12,0
1508833468.0,5493.0,5,0
1508833450.0,616017.44,29,0
1508833112.0,2413.62,1,0
1508832650.0,2000.0,1,1
1508831603.0,18803.7,9,0
1508831488.0,308186.16,1,1
1508830944.0,813872.01,12,0
1508830670.0,71394.81,55,0
1508830407.0,164464.52,35,6
1508830092.0,1800.0,3,0
1508829938.0,16400.0,4,0
1508828591.0,73554.0,11,0
1508828401.0,877344.28,77,0
1508828179.0,51048.96,5,4
1508826405.0,63562.8,2,0
1508824624.0,500.0,1,1
1508824459.0,46929.25,3,2
1508824335.0,71520.0,1,1
1508823618.0,202.5,1,0
1508823006.0,7434.34,3,3
1508822503.0,2567977.0,3,0
1508822297.0,135812.96,2,0
1508822255.0,16148.5,19,19
1508821612.0,9188.44,14,1
1508821208.0,264142.77999999997,8,0
1508820218.0,15554.8,10,0
1508819608.0,17310.0,8,0
1508817206.0,23172.899999999998,3,0
1508816976.0,13917.26,5,0
1508816919.0,4485.85,2,0
1508815606.0,88008.24,5,0
1508814914.0,5142.6,2,0
1508814062.0,2691.5,1,1
1508809989.0,649561.51,18,1
1508808619.0,337325.15,9,0
1508808593.0,87566.78,24,0
1508808551.0,15496.0,5,5
1508808536.0,31463.0,16,0
1508808304.0,6743.5,5,5
1508805862.0,4365.0,1,0
1508801093.0,114660.29000000001,26,0
1508800905.0,2025.0,4,3
1508494162.0,4188.599999999999,2,0
1508286188.0,71977.19,1,0
1508285313.0,18359.66,2,0
1508284688.0,29786.0,2,0
1508284142.0,2177.71,1,1
1508278789.0,2419.2,1,0
1508277674.0,558966.3,1,0
1508271941.0,39100.5,11,11
1508271859.0,1555.0,2,0
1508271701.0,8950.0,1,0
1508251091.0,34054.14,8,0
1508250622.0,8020.1,4,0
1508247024.0,3983.4,1,0
1508246315.0,12330.0,2,0
1508246042.0,94495.0,4,0
1508246018.0,641595.0599999999,9,0
1508245622.0,138562.52,4,0
1508241985.0,56736.94,2,0
1508228743.0,21450.0,1,0
1508212291.0,11538.11,4,1
1508209206.0,656182.52,226,0
1508207895.0,10000.0,1,0
1508203563.0,72272.5,10,0
1508192923.0,12100.0,4,0
1508189143.0,100200.76999999999,2,0
1508185612.0,16728.0,1,0
1508184953.0,2113.56,7,7
1508182767.0,12216.1,3,0
1508182536.0,118742.0,15,0
1508181983.0,1150.0,2,0
1508181306.0,25060.0,12,0
1508179607.0,38555.01,8,0
1508177510.0,19000.0,1,1
1508166851.0,20951.760000000002,5,0
1508156746.0,16329.6,1,0
1508156316.0,8113630.13,73,0
1508156217.0,22800.0,8,0
1508155920.0,172094.68,18,18
1508155466.0,9975.0,1,0
1508154428.0,94440.20999999999,7,0
1508154345.0,9053.0,2,0
1508152190.0,754418.4,10,0
1508151580.0,20261.1,12,0
1508151515.0,30849.16,4,0
1508148511.0,3587091.96,4,0
1508146721.0,20956.13,1,0
1508132382.0,6922.0,1,1
1508129768.0,13060.720000000001,2,2
1508129156.0,5000.0,1,0
1508127002.0,16950.0,1,0
1508124728.0,36426.92,5,5
1508122110.0,21223.57,2,0
1508122029.0,46986.81,3,0
1508119025.0,19363.28,1,0
1508115825.0,83676.21,18,0
1508111808.0,159049.94,48,0
1508111527.0,34433.0,2,0
1508109786.0,27367.52,1,0
1508109695.0,175962.34000000003,2,0
1508109224.0,33161.31,2,0
1508109133.0,11937.84,4,0
1508108135.0,542499.47,34,0
1508105818.0,1721.53,2,1
1508099094.0,164943.52000000002,27,27
1508098534.0,4981.55,1,0
1508096850.0,76956.0,3,3
1508093121.0,201411.44999999998,17,0
1508086067.0,85420.66,6,6
1508085820.0,33213.0,5,0
1508081993.0,36449.18,13,0
1508080029.0,28247.85,3,0
1508074568.0,55275.97,3,0
1508073859.0,1000.0,1,0
1508070566.0,1146034.35,196,0
1508069790.0,4513.84,2,0
1508068909.0,532178.62,1,1
1508068438.0,1165634.24,2,0
1508067679.0,13423.0,5,0
1508067588.0,14607.65,3,0
1508066192.0,12108.8,6,0
1508066002.0,44318.94,11,0
1508065913.0,449058.13,3,0
1508065681.0,89523.41,42,0
1508064619.0,19368.0,1,1
1508061748.0,21425.0,6,0
1508061425.0,86467.13,7,0
1508061300.0,2990.0,3,3
1508060963.0,231736.0,3,0
1508060583.0,619586.3,78,76
1508060096.0,9696.0,1,0
1508059304.0,152228.67,5,0
1508057787.0,84225.66,3,0
1508052275.0,152586.76,50,46
1508051491.0,5680.0,1,0
1508048919.0,112834.49,31,2
1508047572.0,2100.0,1,0
1508047481.0,4350.0,4,0
1508043605.0,2010.0,1,0
1508041187.0,116832.02,2,2
1508039991.0,765975.87,59,22
1508036559.0,60176.5,16,6
1508035163.0,752829.85,71,69
1508034232.0,2495.0,1,0
1508033234.0,109197.18,11,0
1508032327.0,10380.44,2,2
1508031352.0,369413.61,675,675
1508030024.0,35253.0,3,3
1508029703.0,695356.49,42,0
1508029208.0,12057.0,12,0
1508028960.0,1000.0,1,0
1508028788.0,66194.8,1,1
1508028168.0,63549.3,14,14
1508028093.0,2779.0,6,0
1508026386.0,94191.5,5,0
1508026261.0,70170.0,2,2
1508024852.0,7770.0,2,2
1508024647.0,3143995.25,73,62
1508024035.0,39395.67,8,6
1508023870.0,757864.92,10,1
1508023714.0,1537078.73,29,29
1508023300.0,61997.08,3,0
1508023227.0,119289.73999999999,15,0
1508022997.0,10823.0,3,3
1508021361.0,14328.82,10,0
1508021015.0,5353196.58,9,7
1508020207.0,56454.899999999994,9,0
1508018003.0,446477.02,5,0
1508011040.0,40409.06,15,15
1508009754.0,6761.19,3,0
1508008079.0,10900.0,6,0
1497998835.0,1414.04,1,0
1497998736.0,57718.0,2,0
1497998348.0,615230.98,37,0
1497998264.0,2575.0,4,0
1497995658.0,927282.31,366,0
1497988927.0,2397359.23,3,3
1497987093.0,29335.29,2,0
1497984496.0,89835.88,23,23
1497982649.0,167236.48,40,0
1497982540.0,8000.0,1,0
1497981948.0,100000.0,1,0
1497981583.0,10000.0,1,1
1497981351.0,57907.08,38,0
1497980635.0,120393.97,11,10
1497979678.0,150896.3,11,11
1497972723.0,56874.14,2,2
1497969943.0,579738.25,8,1
1497967665.0,32520.0,8,8
1497965412.0,17129.13,3,3
1497963979.0,36704.0,2,2
1497963474.0,70345.96,24,24
1497962252.0,10825.5,1,1
1497960900.0,76461.4,4,4
1497959043.0,34399.45,15,0
1497958243.0,125833.81,37,36
1497957526.0,405902.39,39,0
1497957112.0,18637.0,11,11
1497956569.0,35605.8,1,0
1497956072.0,108322.31,6,6
1497955595.0,13824.0,2,2
1497955447.0,492629.4,120,0
1497954564.0,437256.01,9,2
1497954119.0,26015.129999999997,5,0
1497954036.0,37130.7,3,1
1497953673.0,141.26999999999998,4,0
1497952683.0,34682.54,3,0
1497952584.0,573459.34,132,1
1497952022.0,3400.0,1,1
1497949424.0,276694.75,15,0
1497945901.0,16081.0,9,0
1497943914.0,134647.4,14,0
1497943344.0,5269.75,6,0
1497942809.0,42989.119999999995,4,0
1497941173.0,162144.45,3,0
1497940886.0,77008.09,4,4
1497936934.0,300.0,1,0
1497936900.0,24655.94,10,1
1497936231.0,2000.0,1,0
1497935316.0,28471.79,2,2
1497933915.0,352245.38,6,0
1497931380.0,27189.0,2,0
1497930127.0,9583.0,7,0
1497927123.0,592685.37,2,2
1497925051.0,1858430.48,68,67
1497920623.0,1102.77,1,1
1497918395.0,14566.4,18,0
1497917074.0,169173.0,17,0
1497916696.0,51827.37,1,0
1497914675.0,1700.0,2,0
1497913479.0,53409.5,14,0
1497913149.0,27732.5,12,0
1497913024.0,174742.53,13,0
1497912406.0,21000.0,1,0
1497910210.0,23382.0,9,0
1497906374.0,63343.07,1,1
1497905566.0,8625.0,1,0
1497904205.0,46939.5,8,0
1497898282.0,1770654.55,152,0
1497897961.0,458367.83999999997,4,4
1497893077.0,53460.0,3,0
1497890701.0,16125.0,2,0
1497883565.0,1008464.71,15,0
1497882369.0,93333.36,4,4
1497881106.0,270.0,4,0
1497876080.0,309556.05,1,0
1497874028.0,72794.34,3,0
1497867717.0,42520.46,13,0
1497865638.0,21263.12,3,0
1497863807.0,96088.31,11,0
1497862593.0,13700.0,1,0
1497860928.0,49782.6,3,0
1497860381.0,88673.82,13,13
1497858906.0,10209.65,8,0
1497854368.0,58849.2,3,0
1497853972.0,42957.01,17,0
1497852297.0,12523.970000000001,2,0
1497851042.0,484.8,1,0
1497849343.0,20968.0,4,4
1497848279.0,8271662.57,48,46
1497847461.0,497544.49,93,0
1497845861.0,79585.5,2,0
1497845358.0,45043.5,1,1
1497845093.0,39222.1,2,0
1497842314.0,37891.21,4,0
1497840896.0,22700.0,1,1
1497840177.0,94867.2,1,1
1497837595.0,536176.06,13,0
1497836423.0,7030.63,2,0
1497836076.0,54969.1,26,7
1497835987.0,78102.98,1,0
1497835946.0,123957.2,4,0
1497835805.0,84809.9,2,0
1497827703.0,184992.52,14,0
1497822902.0,2750.0,3,0
1497818918.0,8883.95,2,0
1497818363.0,15034.22,1,0
1497817480.0,1012.5,1,0
1497816862.0,186960.59,21,5
1497816193.0,644968.0,2,2
1497816045.0,10123.46,4,4
1497808950.0,1654000.0,6,0
1497805295.0,9806.0,3,3
1497798169.0,47250.0,1,0
1497798078.0,38557.2,2,0
1497796817.0,52161.01,9,0
1497796510.0,127461.97,2,0
1497796304.0,9478.98,1,0
1497794325.0,246771.35,23,1
1497793731.0,167887.0,28,0
1497791610.0,21208.96,3,0
1497791339.0,15917.0,1,0
1497790646.0,119784.0,31,0
1497789887.0,1752.7,1,1
1497785604.0,174478.6,38,0
1497785232.0,844675.38,38,37
1497785083.0,12686.55,1,1
1497784300.0,95339.69,27,0
1497783997.0,57024.0,1,0
1497781801.0,109870.85,5,0
1497779391.0,3330858.98,78,0
1497779128.0,3472.0,2,0
1497778005.0,4216.66,4,0
1497775472.0,375757.33,4,3
1497775241.0,17028.0,3,2
1497773097.0,19933.59,1,0
1497771356.0,865985.41,23,0
1497770911.0,31741.07,2,0
1497770499.0,7632.09,3,1
1497770283.0,63.21,3,0
1497769368.0,2285.59,9,0
1497768808.0,35318.0,2,0
1497759286.0,22864.08,1,0
1497758627.0,470955.36,225,0
1497755490.0,222149.24,28,0
1497753354.0,2400.0,1,0
1497749238.0,17704.96,2,2
1497748289.0,344732.77,1,1
1497745913.0,4145.0,1,0
1497744924.0,139.19,1,0
1497744122.0,74230.95999999999,4,0
1497743165.0,970151.07,64,0
1497743124.0,9076.99,1,1
1497742985.0,10317890.05,145,0
1497742787.0,19750.0,3,0
1497741839.0,11750.46,162,0
1497741318.0,42836.49,12,0
1497741037.0,4550.0,2,0
1497740864.0,41437.0,77,0
1497738389.0,43720.0,8,2
1497738181.0,17000.0,2,2
1497737647.0,27654.95,6,0
1497737464.0,16100.0,1,0
1497737373.0,22508.0,5,0
1497736698.0,6480.0,1,0
1497735526.0,216024.38999999998,32,32
1497734750.0,8875.0,4,0
1497734156.0,1479.0,1,0
1497733885.0,34616.75,1,0
1497733216.0,1250.0,1,0
1497733018.0,1469.0,1,0
1497732838.0,12729.6,5,0
1497731640.0,103124.14,28,0
1497730899.0,379745.0,10,10
1497729271.0,120.0,1,0
1497729248.0,570214.75,10,0
1497729123.0,78106.0,19,0
1497728711.0,64260.28,8,0
1497727697.0,134457.56,3,3
1497727465.0,83112.3,25,0
1497726301.0,225693.46,5,5
1497725519.0,6535.4,2,0
1497725295.0,5000.0,1,0
1497724983.0,139127.18,14,0
1497723027.0,4604.8099999999995,3,0
1497722599.0,190493.0,24,0
1497720049.0,38070.32,8,0
1497717672.0,1478068.97,144,0
1497717409.0,79012.2,24,2
1497717037.0,16333.0,2,0
1497716633.0,40756.88,1,1
1497716294.0,23500.0,1,0
1497714745.0,618.66,1,0
1497714521.0,23556.9,2,0
1497712814.0,44040.0,4,0
1497712699.0,318316.45,5,2
1497712079.0,53346.23,1,0
1497711931.0,100000.0,1,0
1497711543.0,3703455.58,244,0
1497711196.0,18813.0,5,0
1497710941.0,58780.17,5,1
1497710461.0,13727.0,4,0
1497706824.0,43212.91,9,9
1497706238.0,191464.34,33,4
1497704423.0,276743.96,103,0
1497703797.0,500.0,1,0
1497701635.0,1193135.97,32,0
1497700777.0,20767.5,1,0
1497700603.0,550667.31,27,0
1497341747.0,18020.0,1,0
1497325914.0,61810.03,29,0
1497286421.0,149030.84,5,3
1497285886.0,9623.15,1,0
1497270656.0,44136.0,2,0
1497261721.0,299889.99,87,0
1497250336.0,2049.69,27,0
1497215727.0,84428.54999999999,2,0
1497195853.0,37816.94,21,0
1497192710.0,5500.0,1,1
1497188486.0,439862.65,226,0
1497175798.0,1072223.23,35,35
1497174759.0,12492.4,4,4
1497173702.0,22775.0,2,0
1497173603.0,122659.04000000001,15,0
1497172845.0,2322.42,3,3
1497168538.0,5612847.67,16,0
1497164727.0,10020.5,6,0
1497162325.0,603.45,1,0
1497160584.0,148346.91,3,0
1497153332.0,58100.0,4,0
1497152888.0,92439.8,14,12
1497137590.0,383462.71,6,0
1497134118.0,83279.36,8,8
1497119739.0,8845.0,3,0
1497106603.0,58550.0,2,2
1497098636.0,152846.48,35,0
1497098404.0,220560.62,13,11
1497097588.0,20.63,1,0
1497084594.0,11849.93,2,0
1497079008.0,106093.44,2,0
1497078752.0,1200.0,1,1
1497077853.0,65839.17,4,0
1497075196.0,3400.0,1,0
1497074017.0,25000.0,1,1
1497071146.0,17860.0,3,2
1497070221.0,708051.5,116,0
1497069546.0,9800.0,2,0
1497066963.0,1710.0,1,0
1497064448.0,532102.74,124,0
1497059919.0,36893.0,50,50
1497054662.0,87798.31,22,0
1497054100.0,8588.0,2,0
1497052377.0,47358.17,2,0
1497052286.0,603077.7,21,21
1497052021.0,97946.06999999999,36,0
1497048060.0,3504.0,1,0
1497047369.0,18735.0,4,0
1497047195.0,4334.13,38,38
1497045645.0,9250.2,63,0
1497045553.0,229018.13999999998,3,3
1497040471.0,226331.98,16,0
1497035604.0,5112.0,16,0
1497034789.0,24614.98,12,0
1497032106.0,1172005.94,54,0
1497028609.0,5700.0,12,0
1497027387.0,45068.8,15,15
1497020861.0,38207.5,53,0
1497019954.0,26100.0,1,1
1497018469.0,66000.0,2,0
1497014765.0,46901.21,18,0
1497014294.0,39227.33,3,0
1497011415.0,875.0,1,0
1497010813.0,13587.22,5,5
1497003487.0,26192.0,7,7
1497000996.0,28824.87,1,0
1487997219.0,101925.0,4,0
1487986170.0,33086.85,24,0
1487985883.0,52017.0,33,33
1487979837.0,20654.14,12,0
1487978938.0,180152.66999999998,6,6
1487974770.0,42618.0,3,0
1487971982.0,265516.0,3,2
1487971818.0,28642.5,15,0
1487971081.0,106027.0,70,0
1487970588.0,6000.0,1,0
1487970570.0,1014380.59,24,6
1487970547.0,133231.43,1,0
1487970265.0,1273.6399999999999,2,2
1487968418.0,335846.99,53,0
1487967717.0,322.0,1,0
1487965679.0,206.55,1,0
1487964110.0,572.0,2,0
1487955894.0,21949.97,6,6
1487953865.0,112322.0,1,0
1487952099.0,66613.3,2,0
1487949335.0,35246.14,3,0
1487947404.0,567196.45,95,44
1487946166.0,22050.4,4,0
1487946000.0,24300.0,8,0
1487945564.0,11268.75,7,0
1487945465.0,108805.61,30,0
1487944757.0,2401.0,6,6
1487943916.0,194.19,1,0
1487943544.0,44367.97,4,0
1487942108.0,43203.0,11,0
1487932398.0,258496.46,16,15
1487929634.0,286400.57,22,0
1487920807.0,6000.0,2,0
1487919452.0,19940.92,3,0
1487917951.0,95778.26,63,0
1487916813.0,22698.03,8,0
1487916649.0,63862.450000000004,127,127
1487910774.0,319046.22,4,4
1487910766.0,1500.0,1,0
1487910600.0,65309.55,10,0
1487898847.0,103665.48,7,1
1487898839.0,464129.23,70,0
1487898458.0,4568.34,3,3
1487897419.0,50352.4,7,7
1487897146.0,7425.0,10,0
1487896833.0,11560.0,1,0
1487896643.0,38457.62,5,0
1487896486.0,132626.5,4,0
1487896452.0,16000.0,1,0
1487894820.0,29448.66,8,8
1487888020.0,5442.11,8,0
1487886271.0,16322.0,8,0
1487884946.0,853.46,1,0
1487884649.0,772805.52,5,0
1487882429.0,3660.0,1,0
1487881041.0,3873.51,1,0
1487876223.0,54225.07,40,0
1487872412.0,230112.12,1,0
1487871828.0,72583.17,30,30
1487871349.0,5765.0,3,0
1487871224.0,999.65,1,1
1487869624.0,1243.0,1,0
1487869400.0,50055.49,9,0
1487865523.0,161605.28,13,13
1487864864.0,479083.67,329,0
1487864773.0,29074.0,2,1
1487864708.0,32406.64,15,15
1487863767.0,19194.96,11,0
1487863247.0,26830.0,3,0
1487859708.0,20578.0,12,0
1487859195.0,4000.0,2,2
1487858973.0,74113.56999999999,47,0
1487858965.0,9784.49,7,6
1487857967.0,18491.260000000002,17,16
1487857942.0,22614.0,6,0
1487856779.0,31909.0,1,1
1487856498.0,14515.0,12,12
1487855664.0,20000.0,1,1
1487854311.0,30773.72,21,0
1487853941.0,34921.0,3,0
1487853594.0,429602.71,11,2
1487853008.0,29477.72,77,0
1487850780.0,89689.28,2,2
1487848875.0,317722.87,65,3
1487846887.0,140982.5,32,0
1487844403.0,467756.06,15,12
1487842100.0,211988.53,4,4
1487839361.0,35200.0,5,0
1487838892.0,18629.4,4,4
1487837563.0,500764.11,44,0
1487835179.0,123583.29000000001,2,1
1487834362.0,19949.14,1,0
1487831566.0,8652.98,2,0
1487829156.0,15546.0,6,0
1487827820.0,11060.0,1,0
1487826814.0,71690.51,3,0
1487825055.0,84805.0,62,0
1487824124.0,492010.28,44,1
1487823720.0,118579.6,22,22
1487823654.0,120608.04999999999,6,6
1487821641.0,44206.7,1,0
1487819769.0,17253.0,8,0
1487819702.0,51973.5,5,0
1487819132.0,65788.04,18,18
1487818886.0,15846.24,1,0
1487818449.0,12643.53,11,0
